1580076,29142,또대구냐,,,2021-05-22 13:19:55,2021-05-22 13:19:55
1580075,29142,"20일 광주시에 따르면 시의 행정 명령 기간인 12일부터 19일까지 유흥주점·단란주점·노래연습장 종사자를 비롯해 손님, 가족, 지인까지 3천199명이 검사를 받았다.

이 기간에 종사자 7명, 손님 2명, 가족 4명, 지인 2명 등 15명이 확진 판정을 받았다.

행정 명령 이전까지 합해 상무지구 유흥업소 관련 확진자는 31명까지 늘었다...언론노조 대구 소환시기 왔네.. 억울한 대구시민들",,,2021-05-22 13:21:25,2021-05-22 13:21:25
1580074,29142,이와중에 여자들의 술잔 그리워하는 인간들은 좀 걸려도 되는듯 못가면 죽니?,,,2021-05-22 13:23:35,2021-05-22 13:23:35
1580073,29142,울산.구미서 원정온 것들이 대구서 퍼트린 거임~ 지역갈등.차별적 댓글단 조선족&amp;왜구들아,,,2021-05-22 13:24:56,2021-05-22 13:24:56
1580072,29142,성매매 불륜충들 다 코로나 걸려서 죽어라!,,,2021-05-22 13:25:22,2021-05-22 13:25:22
1580071,29142,제목보고 1947명인줄 알고 깜놀..ㅋㅋ,,,2021-05-22 13:25:44,2021-05-22 13:25:44
1580070,29142,여러분 일년만 버팁시다. 심판의날 때까지,,,2021-05-22 13:25:48,2021-05-22 13:25:48
1580069,29142,"우선 대구시민이 아닌 경기도 사는 사람입니다.
지금은 어느 지역이서도  확진자는 계속 발생하고 있는 상황입니다
굳이 대구를 꺼내들어 지역감정 조성하려는건지 뭔지는 모르겠네요..신천지때도 보면 천명이상 확진자 나왔다고 그렇게 잡아먹을 기세더만 지금 서울 꼬오라아지   한번 봐보쇼..하루에 2백명은 기본입니다....낯부끄럽지도 않으신지?

술 퍼먹고 괜히 쓴소리나 적고 갑니다..디비자겠습니다..
죄송합니다",,,2021-05-22 13:26:48,2021-05-22 13:26:48
1580068,29142,서울에만 시키더니 ㅋㅋㅋ 결국 또 터져서 수도권은 계속계속 거리두기 영업제한유지되네 ㅅㅂ,,,2021-05-22 13:26:56,2021-05-22 13:26:56
1580067,29142,숫자 잘써라 이 기걸레기야,,,2021-05-22 13:27:00,2021-05-22 13:27:00
1580066,29142,술 먹을거면 너네 동네서 먹지 원정까지 와서 퍼트리냐,,,2021-05-22 13:27:32,2021-05-22 13:27:32
1580065,29142,울산에서 남아공변이 영국발 1.5배 전염빠른 코로나로 고생인데 대구가 심상치 않타.확산 잘 막아나길 바래요.,,,2021-05-22 13:27:33,2021-05-22 13:27:33
1580064,29142,욕나온다,,,2021-05-22 13:27:45,2021-05-22 13:27:45
1580063,29142,오늘새로나온줄알았네 기사ㅋㅋ훼이크보소,,,2021-05-22 13:30:34,2021-05-22 13:30:34
1580062,29142,또 대구냐,,,2021-05-22 13:33:30,2021-05-22 13:33:30
1580061,29142,또 대구서 확 퍼졌으면 좋겠지 ? 좌 × × ×들아,,,2021-05-22 13:34:32,2021-05-22 13:34:32
1580060,29142,대구가 무쉰 노는놈들 모데는데가~?!ㅋㅋㅋ,,,2021-05-22 13:35:39,2021-05-22 13:35:39
1580059,29142,진짜 미개한것들 제발 사라지자 코로나 터지고 한번이라도 쓸데없이 안해도될 외출 한것들 그 어떤 변명도 안통한다 걍 사라져라 미개인들아 제발,,,2021-05-22 13:36:04,2021-05-22 13:36:04
1580058,29142,구미울산확진자일행에 반드시  구상청구해야,,,2021-05-22 13:36:44,2021-05-22 13:36:44
1580057,29142,대구 물 좋나?,,,2021-05-22 13:37:00,2021-05-22 13:37:00
1580056,29142,",보면 지역감정을 부추기는 이상한 언론들이네요.
유흥업소 파들어가면 대구만 있을까요.  전국 각지에 다 있는데 유독 대구 표적은 아니라고봅니다.
예전 88고속도로를 지니면서 너무  노후된 건문들을 보며 대구사람이지만 차별적 지원에 괜히 부끄럽고 고개가 숙여지던데. 이젠 타깃만 바뀔뿐 똑같은 행동은 아니지않나요.  다 같은 국민인데.. 앞으론 이런일이 생기지 않았으면하고
언론들도 중립입장에서 나라에 보탬이되는 언론인자세를 지양하길 빕니다.",,,2021-05-22 13:38:19,2021-05-22 13:38:19
1580055,29142,역시 전라도 깨갱이 식히들...!코로나로 지역감정 유발시키네...?!강간라도 주제에...!악질 졸라도!!!ㅋㅋㅋㅋㅋ~,,,2021-05-22 13:42:02,2021-05-22 13:42:02
1580054,29142,지금 시국에 외국여자 치마 아래가 궁금했으면 그만 살아야지????,,,2021-05-22 13:43:11,2021-05-22 13:43:11
